id,collection,contributor.author,coverage.spatial,coverage.spatial,date.issued,description,identifier.citation,identifier.uri,publisher.place.EN,publisher.place,publisher,rights,subject,subject,title
"34690","2451/33605","Humsafar Trust",,"South Asia||India||Mumbai||Thane","2004-05","""This report is the third in that series which looks into the crucial
indicators of enhancement in knowledge and change in sexual behavior of men-havingsex-
with-men (MSM) in Mumbai city and some suburbs located in Thane district.""","http://www.humsafar.org/ResDown/RESEARCH%20A%20Study%20of%20Behavior%20of%20Men%20Who%20Have%20Sex%20with%20Men%20in%20Mumbai%20and%20Thane%20Wave%20-4%20%284%29.pdf","http://hdl.handle.net/2451/33883",,"Mumbai","Humsafar Trust","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"LGBTQ studies||Sexual orientation||Gender & Sexuality studies||AIDS||Sexual identity","A study of behavior of men who have sex with men in Mumbai and Thane: Wave-3"
"34691","2451/33605","Humsafar Trust",,"South Asia||Mumbai||Thane","2008-01","""This is Humsafar's fifth report which studies key knowledge, behavioral, stigma and
discrimination indicators for HIV/AIDS prevention, care and support.""","http://www.humsafar.org/ResDown/RESEARCH%20A%20Study%20of%20Behavior%20of%20Men%20Who%20Have%20Sex%20with%20Men%20in%20Mumbai%20and%20Thane%20Wave%20-4%20%281%29.pdf","http://hdl.handle.net/2451/33884",,"Mumbai","Humsafar Trust","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"LGBTQ studies||Sexual orientation||Gender & Sexuality studies||AIDS||Sexual identity||MSM||Social conditions","A study of behavior of men who have sex with men in Mumbai and Thane: Wave-4"
"34693","2451/33605","Humsafar Trust",,"South Asia||India||Mumbai||Thane","2010-01","""This is Humsafar's fifth report which studies key knowledge, behavioral, stigma and discrimination indicators for HIV/AIDS prevention, care and support.""","http://www.humsafar.org/ResDown/RESEARCH%20A%20Study%20of%20Behavior%20of%20Men%20Who%20Have%20Sex%20with%20Men%20in%20Mumbai%20and%20Thane%20Wave%20-4%20%282%29.pdf","http://hdl.handle.net/2451/33885",,"Mumbai","Humsafar Trust","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"LGBTQ studies||Sexual orientation||Gender & Sexuality studies||AIDS||Sexual identity||MSM||Social conditions","A study of behavior of men who have sex with men in Mumbai and Thane: Wave-5"
"34694","2451/33605","Humsafar Trust",,"South Asia||India||Mumbai||Thane","2011-08","""This is Humsafar's sixth report which studies key knowledge, behavioral, stigma and discrimination indicators for HIV/AIDS prevention, care and support.""","http://www.humsafar.org/ResDown/RESEARCH%20A%20Study%20of%20Behavior%20of%20Men%20Who%20Have%20Sex%20with%20Men%20in%20Mumbai%20and%20Thane%20Wave%20-4%20%283%29.pdf","http://hdl.handle.net/2451/33886",,"Mumbai","Humsafar Trust","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"LGBTQ studies||Sexual orientation||Gender & Sexuality studies||AIDS||Sexual identity||MSM||Social conditions","A study of behavior of men who have sex with men in Mumbai and Thane: Wave-6"
"34723","2451/33605","Ahmed, Trisha||Roy, Avijit",,"South Asia||India||New Delhi","2013-01-16","""The topic of rape has historically been approached from a multitude of angles; it has been justified as an act of uncontrolled emotion of sexual attraction by some, and as a display of supremacy by others. Rape is often regarded as a despicable act that is conducted to display male domination over females, but is power really the only factor in explaining why men rape? Some scientists have pointed out that rape is not geographically unique to any society; it is a cultural universal, meaning that rape occurs in all known cultures. From this perspective, it becomes hard to believe that rape is fueled only by the desire to establish dominance stemming solely from societal influences. If power and social class are the only determining factors, then we would have noticed rich and powerful to be the culprits of the crime. On the contrary, researchers found the overwhelming majority of predatory rapists to be men of lower class and status – men with very dim prospects of gaining ‘legitimate access’ of women. For example, four of the suspects involved in the recent Delhi rape incident lived in a nearby slum, and one of them was the regular driver of the bus. Their wealth and social status were significantly lower than the status of the young psychology student and her male friend. Perhaps, from this line of thinking, many experts are now beginning to believe that power and social status are not the driving forces for rape.""","http://site.voiceofbangladesh.us/voice/287","http://hdl.handle.net/2451/33908",,"Bangladesh","Voice Bangladesh","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality||Rape||Violence||Social structure","The enigma of rape"
"34731","2451/33605","Daruwalla, Nayreen||Chakravarty, Shruti||Chatterji, Sangeeta||More, Neena Shah||Alcock, Glyn||Hawkes, Sarah||Osrin, David",,"South Asia||India||Mumbai","2013-07","""We conducted open-ended interviews with 15 women with disability who had reported violence in a preceding survey. Emergent themes included a lack of acceptance by families, the systematic formation of a dependent self-image, and an expectation of limited achievement. Emotional violence was particularly emphasized, as was perceived structural violence stemming from social norms, which led to exclusion and vulnerability. Violence in the natal home was an issue that had been relatively uninvestigated.""","http://sgo.sagepub.com/content/spsgo/3/3/2158244013499144.full.pdf","http://hdl.handle.net/2451/33910",,,"SAGE Open","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Domestic violence||Disability||Social problems||Social structure||Violence against women","Violence against women with disability in Mumbai, India: a qualitative study"
"34705","2451/33605","Magier, Aruna P.",,"South Asia","2015-04-20","Newsletter of the South Asia Librarian of NYU Libraries, highlighting new resources and services in support of South Asian Studies at the University.",,"http://hdl.handle.net/2451/33894",,"New York",,"NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,,"South Asia @ NYU Libraries Newsletter"
"34710","2451/33605","Sathyan, Ajay",,"South Asia||India||South India||Tamil Nadu","2014-04-19","""Peer counseling in one way this community can be reached and helped. Through this year’s report we are able to understand that physiologically and psychologically the community is extremely vulnerable and at risk. They go through immense stress and depression which affects them emotionally and mentally forcing them to be suicidal, abuse substance and practice unsafe sex. Most targeted interventions and counseling is offered to MSM (Men who have sex with men) below the poverty line, but the majority of LGBT are from the middle and the lower middle class who are oblivious of any such services, they should be at least a platform or a forum for them to be educated about sex, sexuality, their rights and offer support. Chennai Dost is a self funded group trying its best to reach out to this invisible community hoping to help and make a visible difference when there is enough resource.""","http://chennaidost.com/chennai-dost-lgbt-peer-counseling-report-april-2013-march-2014/","http://hdl.handle.net/2451/33895",,"Chennai, India","Chennai Dost","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Gender and Sexuality Studies||Bisexual||Lesbian||Gay||LGBT||Psychology||Counseling","Chennai Dost - LGBT Peer Counseling Report (April 2013 - March 2014)"
"34711","2451/33605","Leach, Anna",,"South Asia||India||New Delhi","2011-05-04","""Anna Leach travels to the buzzing capital, New Delhi, to meet Sangini, India's first lesbian support group.""","http://www.divamag.co.uk/diva/features.asp?AID=3409","http://hdl.handle.net/2451/33896",,"London","Diva","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Lesbians||Kim Watson||Bisexual||Gender  & Sexuality Studies||Sangini||Women's Studies","Curry and Conversation: Lesbians in India"
"34712","2451/33605","FATA Research Center",,"South Asia||Pakistan","2014","""The report aims at assessing the performance of the government to get a real picture of the change the people have been experiencing under PTI. It is a sincere effort to highlight gaps in governance mechanism and suggest recommendations if there is a room for improvement. One of the main objectives of the report is to educate the people and make the process of governance publicly accountable, accessible and democratic in real sense.""","http://frc.com.pk/wp-content/uploads/2014/05/Final-Study-Report.pdf","http://hdl.handle.net/2451/33897",,"Islamabad, Pakistan","FATA Research Center","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Khyber Pakhtunkhwa||Pakistan -- Politics and Government -- 21st Century||Pakistan -- Federally Administered Tribal Areas||Ethnic relations||Ethnic conflict","Interpreting the change, perceptions versus reality: a research study on performance of the KP Government: October 2013 - April 2014"
"34713","2451/33605","Achyut, P.||Nanda, P.||Khan, N.||Verma, R.",,"South Asia||India||Bihar||Chhattisgarh","2014","""With funding from the Packard Foundation, the International Center for Research on Women (ICRW) conducted a study in Bihar, where contraceptive use is low and women’s unmet fertility needs are high. We specifically assessed the quality of care related to the provision of IUD insertion and sterilization in an effort to better understand the nature of quality of care provided and identify the areas of care that require more attention.""","http://www.icrw.org/sites/default/files/publications/QoC%20Bihar%20Report%20FINAL_0.pdf","http://hdl.handle.net/2451/33898",,"New Delhi","International Center for Research on Women (ICRW)","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's Studies||Family planning||Birth control||Public health||Healthcare facilities","The quality of care in provision of female sterilization and IUD services: an assessment study in Bihar"
"34714","2451/33605","Nanda, Priya||Gautam, Abhishek||Verma, Ravi||Kumar, Sanjay||Brahme, Dhanashri",,"South Asia||India","2013-11","""In order to delve into the area of masculinities and son preference deeper, ICRW in partnership with UNFPA have conducted a study on men’s attitudes around son preference in seven states of India. The study looks at men’s attitudes and practices around gender inequality, son preference, and gender based violence. The objective is to understand predictors of masculinities and how varying forms of masculinity aff ect men’s desire for sons and their perpetration of violence against their intimate partners.""","http://www.icrw.org/sites/default/files/publications/Masculinity%20Study_WEB%20Version.pdf","http://hdl.handle.net/2451/33899",,"New Delhi","International Center for Research on Women (ICRW)","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Gender  & Sexuality Studies||Gender equality||Women's Studies||Women's rights||Masculinities||Families||Domestic violence","Masculinity, son preference & intimate parter violence: a study conducted by ICRW in partnership with UNFPA"
"34715","2451/33605","Ferdaush, Jannatul||Rahman, K. M. Mustafizur",,"South Asia||Bangladesh||Dhaka","2011-10","""Although, there has been steady progress in reducing gender inequality in different sectors (education, health, employment etc.) there exists a huge inequality in these sectors of Bangladesh and participation of women is very low compared to their male counterpart. Gender inequality has appeared as the major stumbling barrier in achieving the development targets.""","http://www.unnayan.org/documents/GenderRights/gender_inequality_in_bangladesh.pdf","http://hdl.handle.net/2451/33900",,"Dhaka, Bangladesh","Unnayan Onneshan-The Innovators","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Gender equality||Public health||Gender discrimination||Education||Employment Opportunities||Gender studies","Gender inequality in Bangladesh"
"34716","2451/33605","EKTA Resource Center for Women",,"South Asia||India||South India||Tamilnadu","2011-03","""The NFHS survey for the year 2005-2006 reveals that 44.1 percent of married women are victims of some form of physical or sexual or emotional violence by their husbands in Tamil Nadu, which is higher than the national average of 39.7 percent. Among the victims of marital violence who sought help, nearly 2 percent sought help from police and 1 percent from lawyers. Of these two percent women victims who seek help from police, 3 percent of their complaint petitions are turned into FIRs. Of these minimal cases filed in court under Sec 498A, the conviction rate is about 20 to 25 percent in the trial court and the conviction rate reduced to 3 percent in the appellate courts. The statistics clearly proves that only minuscule percentage of victims of matrimonial violence are using this legal provision. Yet, justice is evasive to these minuscule class of women and disproves the claim that Sec 498A is a deterrent against men. Therefore, the demand to make Sec 498A compoundable and bailable offence must be rejected by the State.""","http://ektamadurai.org/wp-content/uploads/2011/pdf/study_on_498A.pdf","http://hdl.handle.net/2451/33904",,"Madurai","EKTA Resource Center for Women","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Domestic violence||Gender and sexuality||Politics||Laws||Violence against women (VAW)||Dowry","A study on 498A in Tamilnadu"
"34719","2451/33605","EKTA Resource Center for Women",,"South Asia||India||South India||Tamil Nadu","2005","""EKTA as a women's rights organization aims at women's empowerment from their rights perspective. The post Tsunami interventions by many actors has brought in the improvement in the condition of women. This refers to the material state in which women and men live, and relates to their responsibilities and work. Improvements in women’s and men’s condition can be made by providing for example, safe water, credit, seeds. While acknowledging the need for this process of conditional improvement, EKTA strongly believes that this gain needs to be linked to strengthen the position of women. This refers to the social and economic standing of women in society in relation to men. For example, male/female disparities in wages and employment opportunities, unequal representation in the political process, unequal ownership of land and property, vulnerability to violence (strategic gender need/interests) to mention a few.""","http://ektamadurai.org/wp-content/uploads/2011/pdf/Single_but_not_alone_report.pdf","http://hdl.handle.net/2451/33905",,"[Madurai]","EKTA Resource Center for Women","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Tsunami||Social conditions||Economic conditions||Gender inequalities||Rural conditions||Social structure||Natural calamities||Natural disasters||Panchayats","Single but not alone"
"34720","2451/33605","EKTA Resource Center for Women",,"South Asia||India||South India||Tamil Nadu||Cuddalore","2005-12-01","""Disaster is not gender neutral. It affects different sections in the society differently. The adverse impact is more on the vulnerable people. EKTA a women’s rights organization in Tamilnadu organized a Study Circle on 01.02.05 in Madurai. The purpose was to reflect and analyze the post tsunami scenario from a gender perspective. Participants were from the affected Southern districts of Tamilnadu and most of them were actively engaged in the rescue and relief operations.""","http://ektamadurai.org/wp-content/uploads/2011/pdf/Tsunami_study_report.pdf","http://hdl.handle.net/2451/33906",,"Madurai","EKTA Resource Center for Women","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Tsunami||Rehabilitation||Gender inequality||Natural disasters||Natural calamities||Environmental studies||Violence against women||Social conditions||Livelihoods","Gender concerns in the context of tsunami: a mirco level study in the coastal districts of Tamilnadu"
"34721","2451/33605","Puniyani, Ram",,"South Asia||India","2013-01-16","""The need of the hour is to look deeper into the issue of violence against women. While all needs to be done to create a safe atmosphere, women’s safety and space for their work and creativity, we need to give a look at the social movements to overcome the chains of patriarchy, which is at the root of violence against women""","http://site.voiceofbangladesh.us/voice/346","http://hdl.handle.net/2451/33907",,"Bangladesh","Voice Bangladesh","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality||Rape||Social problems||Social structure||Rural conditions||Urban studies||Hindutva","India's rape culture: urban versus rural"
"34726","2451/33605","Das, Sushmita||Bapat, Ujwala||More, Neena Shah||Alcock, Glyn||Joshi, Wasundhara||Pantvaidya, Shanti||Osrin, David",,"South Asia||India||Mumbai","2013-09-09","""Intimate partner violence against women during maternity was unacceptably common in Mumbai’s slums. One in seven women suffered violence during or shortly after pregnancy. IPV begins in a culture that condones it – indeed, justifies it - and is abetted by poverty and alcohol use. The elements of the violent milieu are mutually reinforcing and need to be taken into account collectively in responding to both individual cases and framing public health initiatives.""","http://www.biomedcentral.com/content/pdf/1471-2458-13-817.pdf","http://hdl.handle.net/2451/33909",,"United Kingdom; India","BioMed Central","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality||Domestic violence||Slums||Maternal health||Intimate partner violence","Intimate partner violence against women during and after pregnancy: a cross-sectional study in Mumbai slums"
"34730","2451/33605","People's Union for Civil Liberties-K",,"South Asia||India||Karnataka","2001","""What became apparent in the course of our study is that discrimination against sexuality minorities is embedded in both state and civil society. Any proposal for social change would have to take into account this complex reality. A greater respect for sexuality minorities as people would depend upon a variety of factors, including a change in gender relations and class relations. Change would also crucially hinge upon overturning the existing regime of sexuality that enforces its own hierarchies, (e.g. heterosexuality over homosexuality), exclusions (e.g. hijras as the excluded category) and oppressions. Despite the importance of social change, one still has to redress the ongoing human rights violations against sexuality minorities.""","http://sangama.org/files/sexual-minorities.pdf","http://hdl.handle.net/2451/33911",,"Bangalore","People's Union for Civil Liberties-K","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Gays||Lesbians||Crimes against||Discrimination||Marginalization||Political rights||Hijras||Bisexuals||Gender and sexuality studies||Gays -- Crimes against -- India -- Bangalore||Lesbians -- Crimes against -- India -- Bangalore||Eunuchs -- Crimes against -- India -- Bangalore","Human rights violations against sexuality minorities in India: a PUCL-K fact-finding report about Bangalore"
"34722","2451/33605","Puniyani, Ram",,"South Asia||India","2013-01-04","""All this emerges from the patriarchal value system, which is an accompaniment of sectarian politics. While demanding for strong punishment against the criminals, one hopes the issues raised by this upsurge will be channelized to go to the deeper causes of this phenomenon and will also come to challenge the politics which is based on caste and gender hierarchy, the communal politics. This politics, which can come in the garb of any religion, is detrimental to the rights and status of women. The need is not to look at women as someone who need protection and respect as the subordinate being, but to work towards a society where women have control over their lives, where women are not the weaker sex, but one amongst the two equal sexes. One wishes the infinite pain and anguish of this upsurge will come to challenge the deep set norms of patriarchy in our society. Lets hope we don’t have to hang our head in shame again.""","http://site.voiceofbangladesh.us/voice/229","http://hdl.handle.net/2451/33912",,"Bangladesh","Voice Bangladesh","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality||Rape||Gender inequality||Communal violence||Law||Legislation","Preventing crimes against women: are stringent laws the only solution?"
"34717","2451/33605","EKTA Resource Center for Women",,"South Asia||India||Tamilnadu","2008-05","""The Family Court Act of 1984 was conceived as part of the legal reform to improve the position of women. The Act also brought civil and criminal jurisdictions under one roof. This was seen positive measure to centralize all litigations concerning women. The Family Courts Act, 1984, was enacted to provide for the establishment of Family Courts with a view to promote conciliation in and secure speedy settlement of disputes relating to marriage and family affairs and for matters connected therewith by adopting an approach radically different from that adopted in ordinary civil proceedings.EKTA initiated a field study in 2003 to have an in-depth understanding about the functioning of the Family Courts. At the same time, there were initiatives at the nation - level to review the functioning of the Family Courts. EKTA was also a part of that discussion. In 2005, association with Ms.Flavia Agnes of Majlis, Mumbai prompted EKTA to undertake a detailed study in Tamilnadu.""","http://ektamadurai.org/wp-content/uploads/2011/pdf/Family_Court_Study_Book_let.pdf","http://hdl.handle.net/2451/33913",,"Madurai","EKTA Resource Center for Women","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Political participation||Family Court Act of 1984||Social structure||Violence against women||Law","A study of family courts TamilNadu"
"34718","2451/33605","EKTA Resource Center for Women",,"South Asia||India","2007-05-11","""Awareness on HIV/AIDS and positive attitudes towards victims of HIV/AIDS may not always go hand in hand. While the better educated women, upper caste women and women form small farming households were more knowledgeable about HIV/AIDS, they were often more critical, punishing, untrusting, expelling and withdrawing towards the victims of HIV/AIDS. The exception to this rule were the Adivasi women who were both more aware and less critical.""","http://ektamadurai.org/wp-content/uploads/2011/pdf/HIV_AIDS_Study_Report.pdf","http://hdl.handle.net/2451/33971",,"Madurai, India","EKTA Resource Center for Women","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Female health||Gender and sexuality||HIV/AIDS||Social status","A study to understand the factors responsible for the incidence of HIV/AIDS and their impact on women"
"34737","2451/33605","Devolution Trust for Community Empowerment",,"South Asia||Pakistan||Federally Administered Tribal Areas (Pakistan)","2013","""The 2011 political reforms included numerous and extensive amendments to the Frontier Crimes Regulation. The legal concepts and overarching structure of the regulation, however, remained essentially untouched. While most critics and many FATA citizens argue that additional political reforms are needed, the 2011 amendments to the FCR did introduce new concepts, strengthened pre-existing substantive and procedural law, and made some gains in terms of the political and human rights of FATA citizens. The main purpose of the research was to understand gaps in the current FCR Reforms and present community determined changes to the Reforms.""","http://dtce.org.pk/DTCE/Data/Misc%20Reports/FCR_Research_Study_Report.pdf","http://hdl.handle.net/2451/33972",,"Islamabad, Pakistan","Devloution Trust for Community Empowerment (DTCE)","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Politics and government||Social conditions||Public opinion||Religions||Public opinion -- Pakistan -- Federally Administered Tribal Areas||Social surveys -- Pakistan -- Federally Administered Tribal Areas||Women's studies||Frontier crime regulation (FCR)||Women's education||Federally Administered Tribal Areas (Pakistan) -- Politics and government -- Public opinion||Federally Administered Tribal Areas (Pakistan) -- Social conditions -- Public opinion||Federally Administered Tribal Areas (Pakistan) -- Religion -- Public opinion","Perception of the FATA residents regarding the implementation of the FCR reforms"
"34795","2451/33605","Solution Exchange for Gender Community",,"South Asia||India","2011-08-17","""In view of the current debate surrounding the Draft Microfinance Bill 2011, the Gender Community, Solution Exchange organized with support from its members and UNDP India, an expert group consultation to review the Microfinance Bill from a gender perspective on 17 August 2011 in New Delhi.""","http://www.in.undp.org/content/dam/india/docs/addressing_gender_concerns_in_the_microfinance_institutions__draft_bill_2011.pdf","http://hdl.handle.net/2451/33973",,"New Delhi, India","UNDP India","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender inequality||Laws||Microfinance Draft Bill 2011||Women's rights","Addressing gender concerns in the microfinance institutions (development and regulation) draft bill 2011"
